Contractions – Voyelles d'avant / d'arrière<hr/>Pour les voyelles <span style="font-weight: bold">ε – ει – η</span>, la langue se soulève au niveau de la partie antérieure du palais&nbsp;: ce sont des voyelles {{c1::d'avant}}. Pour les voyelles <span style="font-weight: bold">ο – ου – ω</span>, le soulèvement se produit au niveau de la partie postérieure du palais&nbsp;: ce sont des voyelles {{c1::d'arrière}}. Et <span style="font-weight: bold">α</span> est une voyelle {{c1::médiane}}.<hr/>{{c1::<table><tr><td style="border-bottom-style: solid; border-bottom-width: thin">voyelles</td><td>d'avant</td><td>médiane</td><td>d'arrière</td></tr><tr><td>fermées</td><td>ε – ει</td><td/><td>ο – ου</td></tr><tr><td>ouvertes</td><td>η</td><td>α</td><td>ω</td></tr></table>}}

Contractions – Voyelle simple + voyelle simple<hr/>La contraction aboutit à une voyelle {{c1::longue}} dont le timbre est déterminé par les deux règles suivantes&nbsp;:<ul><li>une voyelle {{c1::d'arrière}} (ο – ου – ω) l'emporte sur une voyelle {{c1::d'avant}} (ε – ει – η)</li><li>si l'une des deux voyelles est {{c1::ouverte}} (η – α – ω), le résultat est une voyelle {{c1::ouverte}}</li></ul><hr/>{{c1::<table><tr><td style="border-bottom-style: solid; border-bottom-width: thin">voyelles</td><td>d'avant</td><td>médiane</td><td>d'arrière</td></tr><tr><td>fermées</td><td>ε – ει</td><td/><td>ο – ου</td></tr><tr><td>ouvertes</td><td>η</td><td>α</td><td>ω</td></tr></table><hr/><table><tr><td>ε + ε</td><td>&gt; ει</td></tr><tr><td>ε + ο</td><td>&gt; ου</td></tr><tr><td>o + (ε, ο)</td><td>&gt; ου</td></tr><tr><td>ο + η</td><td>&gt; ω</td></tr><tr><td>η + ο</td><td>&gt; ω</td></tr><tr><td>α + (ο, ω)</td><td>&gt; ω</td></tr><tr><td>α + (ε, η)</td><td>&gt; ᾱ</td></tr><tr><td>ε + α</td><td>&gt; η &gt; ᾱ après ρ, ε et ι</td></tr></table>}}

Contraction : α + α &gt; {{c1::ᾱ}}
Contraction : α + ᾳ &gt; {{c1::ᾳ}}
Contraction : α + αι &gt; {{c1::αι}}
Contraction : α + ε &gt; {{c1::ᾱ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : α + η &gt; {{c1::ᾱ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : α + ει &gt; {{c1::ᾳ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : α + ῃ &gt; {{c1::ᾳ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : α + ο &gt; {{c1::ω}}
Contraction : α + ου &gt; {{c1::ω}}
Contraction : α + ω &gt; {{c1::ω}}
Contraction : α + οι &gt; {{c1::ῳ}}

Contraction : ε + α &gt; {{c1::η &gt; ᾱ après ρ, ε et ι}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}<hr/>{{c1::Alors qu'en ionien l'<span style="font-weight: bold">ᾱ</span> indo-européen est devenu <span style="font-weight: bold">η</span>, en attique l'η provenant d'un ancien ᾱ long a été ramené à ce ᾱ d'origine après <span style="font-weight: bold">ρ, ε et ι</span>. Ainsi à la forme ionienne ἡμέρη (jour) correspond en attique ἡμέρᾱ.}}
Contraction : ε + ᾳ &gt; {{c1::ῃ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : ε + αι &gt; {{c1::ῃ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : ε + ε &gt; {{c1::ει}}
Contraction : ε + ει &gt; {{c1::ει}}
Contraction : ε + η &gt; {{c1::η}}
Contraction : ε + ῃ &gt; {{c1::ῃ}}
Contraction : ε + ο &gt; {{c1::ου}}
Contraction : ε + ου &gt; {{c1::ου}}
Contraction : ε + οι &gt; {{c1::οι}}
Contraction : ε + ω &gt; {{c1::ω}}
Contraction : ε + ῳ &gt; {{c1::ῳ}}

Contraction : o + α &gt; {{c1::ω}}
Contraction : o + ε &gt; {{c1::ου}}
Contraction : o + ει &gt; {{c1::οι}}
Contraction : ο + η &gt; {{c1::ω}}
Contraction : ο + ῃ &gt; {{c1::οι}}
Contraction : o + ο &gt; {{c1::ου}}
Contraction : o + ου &gt; {{c1::ου}}
Contraction : o + οι &gt; {{c1::οι}}
Contraction : o + ω &gt; {{c1::ω}}
Contraction : o + ῳ &gt; {{c1::ῳ}}

Contraction : η + αι &gt; {{c1::ῃ}}<hr/>{{c1::Dans les groupes de voyelles formées par les sons (α, αι) et (ε, ει, η, ῃ), c'est le premier son qui l'emporte}}
Contraction : η + ε &gt; {{c1::η}}
Contraction : η + ει &gt; {{c1::ῃ}}
Contraction : η + η &gt; {{c1::η}}
Contraction : η + ῃ &gt; {{c1::ῃ}}
Contraction : η + ο &gt; {{c1::ω}}
Contraction : η + ου &gt; {{c1::ω}}
Contraction : η + οι &gt; {{c1::ῳ}}
Contraction : η + ω &gt; {{c1::ω}}
Contraction : η + ῳ &gt; {{c1::ῳ}}

Alors qu'en ionien l'<span style="font-weight: bold">ᾱ</span> indo-européen est devenu <span style="font-weight: bold">η</span>, en attique l'η provenant d'un ancien ᾱ long a été ramené à ce ᾱ d'origine après {{c1::ρ, ε et ι}}. Ainsi à la forme ionienne ἡμέρη (jour) correspond en attique ἡμέρᾱ.

Accentuation – L’accent du grec ancien était un accent {{c1::de hauteur (ou accent musical)}}, consistant essentiellement en une <span style="font-weight: bold">élévation de la voix</span> sur la voyelle accentuée. Il est donc très différent de l’accent {{c1::intensif (ou dynamique)}}, produit par la poussée expiratoire. On désigne souvent l’accent musical par le terme de {{c1::ton (τόνος)}}.

Accentuation – L'accent aigu consiste en une {{c1::élévation uniforme}} de la voix répartie sur {{c1::toute}} la durée de l'élément vocalique, que celui-ci soit une voyelle brève, une voyelle longue ou une diphtongue.

Accentuation – L'accent circonflexe ne frappe que {{c1::les longues et les diphtongues}}&nbsp;; il consiste en une {{c1::élévation}} de la voix suivie d'une {{c1::descente}} dans la même syllabe.

Accentuation – L'<span style="font-weight: bold">accent (τόνος) aigu (ὀξύς)</span> porte sur une des {{c1::trois}} dernières voyelles du mot, cette voyelle pouvant être {{c1::brève ou longue}}.<ul><li>si c'est la dernière voyelle qui est frappée de l'aigu, le mot est dit {{c1::oxyton (ὀξύτονος)}}</li><li>si c'est l'avant-dernière (pénultième), le mot est dit {{c1::paroxyton (παροξύτονος)}}</li><li>si c'est l'antépénultième, le mot est dit {{c1::proparoxyton (προπαροξύτονος)}}</li></ul><hr/>{{c1::<table><tr><td>L'aigu peut en trois lieux passer</td></tr><tr><td>Sur brève ou longue se poser</td></tr></table>}}

Accentuation – L'<span style="font-weight: bold">accent (τόνος) circonflexe</span> porte sur une des {{c1::deux}} dernières voyelles du mot et seulement sur une voyelle {{c1::longue}}.<ul><li>s'il frappe la dernière voyelle, le mot est dit {{c1::périspomène (περισπώμενος)}}</li><li>s'il frappe la pénultième, le mot est dit {{c1::propérispomène (προπερισπώμενος)}}</li></ul><hr/>{{c1::<table><tr><td>Le circonflexe une longue aime</td></tr><tr><td>En la finale ou pénultième</td></tr></table>}}

Accentuation – L'<span style="font-weight: bold">accent (τόνος) grave (βαρύς)</span> porte sur la {{c1::dernière}} voyelle du mot, qu'elle soit {{c1::brève ou longue}}&nbsp;; le mot est dit alors {{c1::baryton (βαρύτονος)}}.<hr/>{{c1::<table><tr><td>Le grave en la fin seule est vu</td></tr><tr><td>Dans le discours et pour l'aigu</td></tr></table>}}

Accentuation – Certaines places du mot admettent des <span style="font-weight: bold">voyelles longues</span> accentuées soit du circonflexe soit de l'aigu. Cette différence d'accentuation correspond, dans la prononciation, à une différence d'intonation, qui est la suivante. Considérons schématiquement une voyelle longue comme composée de deux éléments brefs de même timbre (ᾱ=ᾰᾰ).<ul><li>une longue accentuée du circonflexe est une longue intonée sur son {{c1::premier}} élément (ᾶ=άᾰ)&nbsp;; c'est l'intonation {{c1::descendante}}</li><li>une longue accentuée de l'aigu est une longue intonée sur son {{c1::second}} élément (ά=ᾰά)&nbsp;; c'est l'intonation {{c1::montante}}</li></ul>

Accentuation – Loi de limitation<hr/>L'accent ne peut remonter au delà des <span style="font-weight: bold">trois</span> dernières syllabes du mot si la syllabe finale est {{c1::brève}}, ni au delà des <span style="font-weight: bold">deux</span> dernières si la syllabe finale est {{c1::longue}}&nbsp;; les syllabes susceptibles de porter l'accent forment le <span style="font-weight: bold">champ</span> {{c1::intonable}} ou <span style="font-weight: bold">champ</span> {{c1::accentuel}} du mot.

Accentuation – Loi de limitation<hr/>Est {{c1::brève}} toute syllabe finale contenant une voyelle <span style="font-weight: bold">brève</span>, soit en finale absolue, soit suivie d'une ou de plusieurs consonnes&nbsp;; est {{c1::longue}} toute syllabe finale contenant une voyelle <span style="font-weight: bold">longue ou une diphtongue</span>, soit en finale absolue, soit suivie d'une ou de plusieurs consonnes. Cependant, les diphtongues <span style="font-weight: bold">-οι</span> et <span style="font-weight: bold">-αι</span> en finale absolue équivalent à une {{c1::brève}}, sauf à {{c1::l'optatif}}.

Accentuation – Loi de limitation<hr/>Le <span style="font-weight: bold">circonflexe</span> a pour effet de {{c1::dédoubler}} la syllabe sur laquelle il se pose. De ce fait, il ne peut pas remonter au delà d'une pénultième {{c1::longue}} et il ne peut s'y placer que si la finale est {{c1::brève}}. Il s'ensuit que, si la syllabe finale comporte une longue ou une diphtongue, la pénultième ne peut porter que {{c1::l'aigu}}. Pour la même raison, l'accent de l'antépénultième ne peut être que {{c1::l'aigu}}.

Accentuation – Loi σωτῆρᾰ<hr/>En attique, les mots à finale trochaïque accentués sur la pénultième sont {{c1::propérispomènes}}. Rappel&nbsp;: le <span style="font-weight: bold">trochée</span> (τροχαῖος, propre à la course) est un pied formé {{c1::d'une syllabe longue suivie d'une brève}}. Cette loi est parfois dite loi de {{c1::la pénultième longue accentuée}}.

Accentuation – Loi de Wheeler<hr/>Les mots oxytons de forme dactylique ou à finale dactylique sont devenus {{c1::paroxytons}}. Rappel&nbsp;: le <span style="font-weight: bold">dactyle</span> (δάκτυλος, doigt) est un pied formé {{c1::d'une syllabe longue suivie de deux brèves}}, un doigt étant composé de trois phalanges.

Accentuation – Loi de Vendryes ou loi ἔγωγε<hr/>En attique, un trisyllabe {{c1::propérispomène}} à antépénultième brève devient {{c1::proparoxyton}}.

Allongement compensatoire<hr/>En ionien et en attique, les groupes consonantiques finaux {{c1::-νς}} et {{c1::-ν(τ)ς}} ainsi que les {{c1::-νς-}} intérieurs de mots remontant à {{c1::-ντy-}} ont éliminé <span style="font-weight: bold">-ν-</span> en allongeant une voyelle brève précédente.<hr/>{{c1::<table><tr><td rowspan="3" valign="top">1.</td><td><span style="font-weight: bold">-νς</span></td></tr><tr><td>*λόγονς &gt; λόγους</td></tr><tr><td>*λύρανς &gt; λύρᾱς</td></tr><tr><td rowspan="3" valign="top">2.</td><td><span style="font-weight: bold">-ν(τ)ς</span></td></tr><tr><td>*διδόν(τ)ς &gt; διδούς</td></tr><tr><td>*τιθέν(τ)ς &gt; τιθείς</td></tr><tr><td rowspan="2" valign="top">3.</td><td><span style="font-weight: bold">-ντy- &gt; -νς-</span></td></tr><tr><td>*φέροντyᾰ &gt; *φέρονσᾰ &gt; φέρουσᾰ</td></tr></table>}}

Accentuation – Allongement compensatoire<hr/>La longue finale créée par compensation, lorsqu'elle est accentuée, a toujours {{c1::l'aigu}}. Exceptions&nbsp;: {{c1::εἷς [*ἕνς]}} et {{c1::πᾶς [*πάντς]}}.

Métathèse de quantité (μετάθεσις, transposition)<hr/>La métathèse de quantité, propre à l'ionien et à l'attique, a pour effet de changer un groupe vocalique {{c1::«&nbsp;longue + brève&nbsp;»}} en {{c1::«&nbsp;brève + longue&nbsp;»}}. Ainsi les groupes {{c1::-ηα-, -ηο-}} passent à {{c1::-εᾱ-, -εω-}}.

Accentuation – Métathèse de quantité (μετάθεσις, transposition)<hr/>La métathèse de quantité s'est produite {{c1::après}} la fixation de l'accent&nbsp;; il en résulte que dans les mots à finale en -εω, -εως (on a pas d'exemple de formes en -εᾱ proparoxytones), l'accent, s'il reposait sur l'antépénultième, y est {{c1::resté}} et fait exception à la loi de limitation.

La {{c1::morphologie}} étudie la forme des mots, tandis que la {{c1::syntaxe}} étudie l'arrangement des mots entre eux ou des propositions entre elles. Au point de vue de la forme des mots, on distingue&nbsp;:<ul><li>la {{c1::désinence}}, qui se compose des lettres placées à la fin des mots variables pour en indiquer le cas, le genre, le nombre, la personne et la voix</li><li>la {{c1::racine}}, qui est la partie du mot qui en indique le sens général</li><li>le {{c1::radical}} ou {{c1::thème}}, qui est ce qui reste du mot quand on en a retranché la désinence&nbsp;; tantôt il se confond avec la racine, tantôt il se compose de la racine précédée d'un ou plusieurs {{c1::préfixes (ou préverbes)}} et suivie d'un ou plusieurs {{c1::suffixes}}</li></ul>
